"seqnames","start","end","min_smoothed_fdr","meandiff","overlapping.genes","probes","Source"
"chr4",165898825,165898967,0.999910303772056,0.0149627134477408,"TLL1","cg05767411;cg13023646;cg14038058;cg11512289;cg11955878","CoRSIV"
"chr5",126409061,126409227,0.999910303772056,0.0342321773672635,"GRAMD2B, AC093535.1","cg18710053;cg27097438;cg22905511;cg10812634;cg02304092","CoRSIV"
"chr6",27729346,27730563,0.999910303772056,0.00116606590980395,NA,"cg02163885;cg21204522;cg08798685;cg19041857;cg26587870","CoRSIV"
"chr6",28601365,28601419,0.999910303772056,-0.0197769056618926,"ZBED9","cg27535677;cg22497095;cg26865747;cg03759229;cg13565129","CoRSIV"
"chr6",32828996,32829208,0.999910303772056,-0.00175707389599323,"AL669918.1, TAP2","cg23636571;cg06812795;cg21712377;cg04832245;cg01948226","CoRSIV"
"chr7",4832112,4832535,0.999910303772056,0.0004770504961637,"RADIL","cg18271789;cg18834058;cg00913283;cg11536851;cg26181334","CoRSIV"
"chr7",150705760,150706355,0.999910303772056,0.0151560799861893,NA,"cg20498962;cg10501602;cg00700487;cg07841866;cg24032393","CoRSIV"
"chr7",156735383,156736159,0.999910303772056,-0.0122883079357204,"LMBR1","cg17604655;cg03930209;cg27539527;cg12451836;cg14062261","CoRSIV"
"chr11",5959658,5960213,0.999910303772056,-0.0122134572895142,NA,"cg24799795;cg13902645;cg05234568;cg25319279;cg03094675","CoRSIV"
"chr11",60775715,60776399,0.999910303772056,0.00830719568064789,"MS4A15","cg19307003;cg04046629;cg27098804;cg10158843;cg08354187","CoRSIV"
"chr12",5936877,5937409,0.777808949421891,0.00860155346035807,"ANO2","cg21730091;cg01443946;cg24484802;cg21476599;cg19660531","CoRSIV"
"chr12",7781004,7781431,0.121939159555557,-0.0604380726876386,NA,"cg16874583;cg10578777;cg14906510;cg25828445;cg09651654","CoRSIV"
"chr12",10095902,10096152,0.810929893494595,-0.0583264567326513,"CLEC1A","cg02513556;cg09601159;cg13944507;cg19651757;cg24299306","CoRSIV"
"chr13",110521956,110522297,0.969749802012569,-0.0298354397577153,NA,"cg09460553;cg02315096;cg22721998;cg18865445;cg17797229","CoRSIV"
"chr14",24780167,24780557,0.999910303772056,-0.00859575168218244,NA,"cg07509935;cg20007021;cg26310551;cg15364618;cg25576711","CoRSIV"
"chr15",22833213,22833335,0.999910303772056,-0.00107189843341859,NA,"cg16707215;cg18106434;cg24525828;cg16639637;cg06756169","CoRSIV"
"chr16",419800,420230,0.866941054760179,-0.0394474633923274,NA,"cg00928191;cg26913058;cg00101154;cg12437481;cg08923669","CoRSIV"
"chr16",2892518,2892809,0.999910303772056,0.00485605416265986,"FLYWCH2","cg07645761;cg00491180;cg01006802;cg27137258;cg10448227","CoRSIV"
"chr16",22959525,22959875,0.999910303772056,-0.00803690796283037,NA,"cg01932956;cg03210314;cg08259413;cg00538458;cg22968966","CoRSIV"
"chr16",55794031,55794910,0.999910303772056,0.00618347146581415,NA,"cg07273222;cg27396498;cg16372632;cg02649063;cg03998338","CoRSIV"
"chr16",90015832,90016551,0.999910303772056,-0.013045652514919,"DBNDD1","cg01883217;cg25193494;cg05185784;cg12064134;cg26894841","CoRSIV"
"chr17",154410,155045,0.999910303772056,-0.0268785060405797,"DOC2B","cg08770870;cg11940040;cg10440639;cg23246911;cg15212418","CoRSIV"
"chr19",4153419,4153677,0.789382263829076,0.00666113067774937,"CREB3L3","cg10009657;cg20640432;cg13509147;cg23777956;cg20154618","CoRSIV"
"chr19",58728390,58728865,0.999910303772056,0.00844572216538796,NA,"cg18251449;cg08095654;cg05641656;cg20285546;cg04752716","CoRSIV"
"chr22",50985117,50986051,0.999910303772056,0.0121360359490196,NA,"cg22910549;cg04177826;cg22249529;cg07600533;cg25665606","CoRSIV"
"chr12",48690546,48691036,0.999910303772056,0.00332503055242966,"CCNT1","cg00201175;cg18878907;cg06600725;cg13904562;cg13952159","CoRSIV"
"chr14",105830309,105830859,0.999910303772056,-0.001950833569821,NA,"cg21569854;cg10967532;cg12425861;cg18397450;cg18912855","CoRSIV"
"chr17",6557720,6558815,0.999910303772056,0.0045965956492754,NA,"cg15384640;cg13207180;cg08103988;cg21358336;cg08750459","CoRSIV"
"chr16",857454,858205,0.999910303772056,0.0105986690893436,"AL023882.1, LMF1","cg02407415;cg06531573;cg03749207;cg14223671;cg08395793","CoRSIV"
"chr1",1266178,1266700,0.999910303772056,0.00270434288303494,"UBE2J2","cg20705390;cg04981007;cg24252805;cg07346648;cg08037114","CoRSIV"
"chr3",133502564,133502952,0.999910303772056,0.00204876529104855,NA,"cg11941060;cg08048268;cg01448562;cg20276088;cg16414030","CoRSIV"
"chr6",24646494,24646782,0.999910303772056,-0.000732462300085262,NA,"cg18433519;cg27169503;cg08181751;cg02828016;cg16906346","CoRSIV"
"chr10",43133994,43134302,0.999910303772056,-0.0054328089773231,NA,"cg03180457;cg17591832;cg24494556;cg13590978;cg10001458","CoRSIV"
"chr15",25437871,25438443,0.999910303772056,0.0013831485080989,"UBE3A","cg26958654;cg02361459;cg15479427;cg11273471;cg12919388","CoRSIV"
"chr15",99789622,99789855,0.999910303772056,-0.011051765026428,NA,"cg26163234;cg25385940;cg21416022;cg13401703;cg16052317","CoRSIV"
"chr19",13875014,13875311,0.999910303772056,0.0101924996126172,"NANOS3","cg16474696;cg25755428;cg01530988;cg24115922;cg18631292","CoRSIV"
"chr19",38794554,38794845,0.999910303772056,-0.00354556124160275,NA,"cg27174108;cg07665060;cg03049863;cg11708454;cg00412772","CoRSIV"
"chr21",36164119,36164748,0.999910303772056,0.000492240606138003,"DOP1B, CBR3-AS1","cg24336374;cg06862831;cg27211894;cg16507755;cg05174710","CoRSIV"
"chr11",840367,841376,0.999910303772056,0.000317531117476504,"POLR2L","cg15955074;cg13806461;cg01858337;cg03116740;cg11173246","CoRSIV"
"chr2",731073,731594,0.999910303772056,-0.00857921528712707,"AC092159.1","cg21665850;cg01479768;cg26476930;cg20057198;cg08280036","CoRSIV"
"chr17",20799408,20799532,0.999910303772056,-0.00726200967331624,NA,"cg08458692;cg14560110;cg08288433;cg06809326;cg22570042","CoRSIV"
"chr1",147801025,147801721,0.999910303772056,0.0207952620699062,NA,"cg15829969;cg10207181;cg03951833;cg02451774;cg04869838;cg03102494","CoRSIV"
"chr2",115419729,115420260,0.999910303772056,-0.0110741801983518,"DPP10","cg19651219;cg22670147;cg01622385;cg24654266;cg24723140;cg21887373","CoRSIV"
"chr2",241076198,241076355,0.999910303772056,-0.00593525514492753,"SNED1, MTERF4","cg22062537;cg07628769;cg20783424;cg19757382;cg20221591;cg26154534","CoRSIV"
"chr3",42977845,42978180,0.999910303772056,0.00415626736288721,"AC092042.3","cg27084712;cg11303738;cg22714811;cg08111629;cg21104412;cg08364654","CoRSIV"
"chr4",74847710,74847829,0.999910303772056,0.0248905856067065,NA,"cg21043213;cg16072462;cg15398841;cg02530824;cg06834998;cg05509609","CoRSIV"
"chr5",1867978,1868693,0.999910303772056,-0.0213331535720375,NA,"cg15595755;cg04156016;cg14773178;cg07747251;cg10534938;cg19770292","CoRSIV"
"chr6",88757302,88757878,0.999910303772056,0.0163331172553282,"RNGTT","cg02871313;cg22144900;cg17464591;cg23656083;cg14811319;cg13334277","CoRSIV"
"chr11",18477153,18477680,0.999910303772056,-0.00585227934768397,"LDHAL6A, TSG101","cg26740318;cg05655707;cg06888460;cg18888461;cg15463284;cg07915343","CoRSIV"
"chr11",50257256,50257830,0.999910303772056,0.0150560810897983,NA,"cg24202936;cg02254774;cg25886479;cg06732684;cg00259046;cg25318278","CoRSIV"
"chr13",79233506,79234847,0.999910303772056,0.0161934422875817,NA,"cg07926092;cg01819759;cg05295671;cg21838488;cg21964662;cg07726423","CoRSIV"
"chr21",47580738,47582351,0.999910303772056,0.0190350124617789,NA,"cg10351617;cg05200811;cg11766577;cg13126279;cg14789911;cg25726756","CoRSIV"
"chr11",67383545,67383862,0.999910303772056,0.0112989963753907,"RAD9A","cg00290607;cg23188684;cg00864171;cg08355456;cg24690094;cg04647918","CoRSIV"
"chr11",89956675,89957033,0.999910303772056,0.00558499341148053,"AP004607.8","cg22650867;cg26138821;cg07449543;cg09488196;cg22332266;cg26834418","CoRSIV"
"chr6",74072242,74072376,0.999910303772056,0.00215253981770389,"AL357507.1","cg20048521;cg19146112;cg16074228;cg27237745;cg13001017;cg26550861","CoRSIV"
"chr8",58055024,58056501,0.999910303772056,-0.00127658173088948,"FAM110B","cg09858108;cg11062466;cg08219700;cg21724239;cg08677398;cg08449448","CoRSIV"
"chr17",61514690,61515708,0.999910303772056,-0.00035185660272805,NA,"cg17415381;cg27279583;cg06641342;cg03438490;cg11442173;cg23527902","CoRSIV"
"chr16",2848409,2849144,0.999910303772056,0.00333698545836884,NA,"cg25618731;cg08084154;cg19403023;cg27561907;cg04231541;cg19534703","CoRSIV"
"chr3",39543515,39544326,0.999910303772056,0.00190321833773798,NA,"cg03054684;cg14968361;cg11235602;cg02750792;cg05983061;cg24050474","CoRSIV"
"chr8",43131260,43132451,0.999910303772056,-0.00643615597186703,NA,"cg19035254;cg11826726;cg03188390;cg15634698;cg06529685;cg04880091","CoRSIV"
"chr5",110062384,110062837,0.999910303772056,0.00772804355058255,NA,"cg17248924;cg11641395;cg06429214;cg25259944;cg19526166;cg06414816","CoRSIV"
"chr5",8457548,8458392,0.999910303772056,0.0090699698477652,"MIR4458HG, LINC02226, AC091965.1","cg05598727;cg18371052;cg07327178;cg18394854;cg24581226;cg17877220;cg23522872","CoRSIV"
"chr6",74104097,74104868,0.999910303772056,0.00762554261210575,"AL357507.1","cg27261494;cg15301282;cg17188169;cg03669949;cg12045875;cg16143502;cg08124399","CoRSIV"
"chr7",29603121,29603407,0.999910303772056,0.00154856559785653,"ZNRF2P2","cg04619381;cg19942237;cg17444904;cg07075840;cg03004598;cg18570553;cg09282258","CoRSIV"
"chr17",36997420,36997740,0.999910303772056,0.00346834418828401,"AATF","cg19817652;cg20084219;cg04487205;cg19760250;cg23290482;cg12552293;cg21852429","CoRSIV"
"chr19",29217858,29218774,0.999910303772056,0.036730992210693,NA,"cg25267487;cg04546413;cg14983838;cg12756686;cg06920399;cg12667521;cg03161606","CoRSIV"
"chr21",47604052,47605174,0.810929893494595,-0.0303673895932286,NA,"cg07747299;cg08742575;cg12016809;cg05896524;cg13012494;cg13732083;cg10296238","CoRSIV"
"chr1",92011732,92012736,0.999910303772056,0.0052027004318597,"BRDT","cg11705954;cg07017454;cg23098371;cg05527459;cg12403142;cg13639937;cg25838465","CoRSIV"
"chr2",113992762,113993313,0.999910303772056,-0.0120358779853854,"LINC01191","cg21482265;cg11763394;cg21550016;cg07772999;cg19083407;cg07594247;cg17445212","CoRSIV"
"chr10",27702309,27703377,0.999910303772056,-0.00109634633004506,"MKX","cg13458005;cg02402587;cg00650361;cg02933909;cg00632657;cg14174317;cg15283904","CoRSIV"
"chr1",152161237,152162025,0.999910303772056,0.00162498395043235,"PUDPP2","cg15025200;cg23107878;cg26320663;cg09127314;cg02754945;cg13498757;cg21280320","CoRSIV"
"chr3",46759096,46759588,0.999910303772056,0.00311264279722322,"AC109583.1, AC109583.4","cg19875656;cg13303179;cg02834909;cg19668234;cg01788113;cg00817731;cg17460445","CoRSIV"
"chr16",33964200,33965879,0.999910303772056,0.00562510681402995,"AC140658.1, AC140658.5","cg00677407;cg05992347;cg06617961;cg11032038;cg26563248;cg08521332;cg05898343","CoRSIV"
"chr15",101084507,101085111,0.999910303772056,0.00600059803410059,"AC090907.2","cg21819984;cg26173375;cg21895387;cg06679270;cg25004981;cg18388910;cg06777813","CoRSIV"
"chr6",29648161,29649084,0.969749802012569,-0.0432178893836705,NA,"cg25978138;cg11747594;cg15708526;cg04071440;cg08022281;cg10648573;cg12644888;cg22494932;cg25699073;cg07134666;cg00588198;cg16885113;cg20228636;cg11383134;cg03198009;cg03449857;cg15570656;cg02157626;cg13835168;cg08041448;cg24100841;cg19636627","CoRSIV"
"chr6",31148370,31148666,0.999910303772056,-0.0246790340281986,"CCHCR1","cg17931227;cg09179646;cg22291762;cg24427850;cg26668675;cg03078486;cg22701603;cg26818629;cg27547543;cg09357589;cg23252259;cg14036627;cg11811828","CoRSIV"
"chr3",195488922,195490309,0.999910303772056,-0.0224019811103155,NA,"cg27353899;cg05834845;cg13752114;cg18918831;cg18713687;cg07341007;cg01310397;cg23170091;cg16358155;cg16034541","CoRSIV"
"chr10",135341528,135343248,0.79212501914952,-0.0405067013944587,NA,"cg13315147;cg19469447;cg00321709;cg10862468;cg25330361;cg23400446;cg24530264;cg18984983;cg05194426;cg11445109","CoRSIV"
"chr18",14747888,14748439,0.999910303772056,-0.00394514771312872,"ANKRD30B","cg16584393;cg02105152;cg25824760;cg23703062;cg13266435;cg21293934;cg24061208;cg03014326;cg21281009;cg02992546","CoRSIV"
"chr6",30038882,30039801,0.43075897697011,0.0425843539693704,"ZNRD1ASP","cg09093485;cg09533428;cg21175940;cg05827186;cg19046933;cg27363141;cg24330456;cg03293507;cg16582419;cg12736877;cg01286685;cg23712018;cg00947782;cg03343571;cg13185413;cg06249604;cg20249327;cg15877520;cg13918754;cg09279736;cg07382347;cg13401893;cg12633154;cg16078649;cg10930308;cg02188185;cg26730543;cg24103044","CoRSIV"
"chr5",135415129,135416613,0.999910303772056,-0.00799184494212932,NA,"cg16684184;cg00308130;cg15837280;cg07158503;cg04515200;cg13581155;cg11978884;cg11608150;cg06478886;cg04481923;cg18678645;cg06536614;cg25340688;cg26896946;cg00124993;cg08745965;cg18797653","CoRSIV"
"chr17",17109239,17110353,0.999910303772056,-0.00893679936311046,"MPRIP","cg01412970;cg03292213;cg11392858;cg23661344;cg26539818;cg00572586;cg14099398;cg02880176;cg25393494;cg16340422;cg19093370;cg24578857;cg11713493;cg23448998","CoRSIV"
"chr6",31275267,31275881,0.999910303772056,-0.00673758176369839,"USP8P1","cg11794033;cg03555881;cg25107000;cg14801238;cg26343358;cg27071793;cg27258561;cg12076350;cg02446475;cg17250082;cg08762424","CoRSIV"
"chr6",32728862,32729647,0.999910303772056,0.000427987603968069,NA,"cg12296550;cg07180897;cg04418355;cg20645912;cg13896204;cg09739413;cg14441480;cg02964065;cg15255946;cg18026055;cg18609891","CoRSIV"
"chr8",22132641,22133076,0.999910303772056,-0.000235913457490488,"HR","cg00420450;cg14487702;cg10298898;cg10137597;cg21471580;cg26039829;cg02463440;cg02788857;cg18135555;cg09517075;cg07298985","CoRSIV"
"chr1",205818484,205819609,0.810929893494595,-0.0180704741936914,"AC119673.2","cg03461704;cg06815965;cg17178900;cg26354017;cg14159672;cg14893161;cg11965913;cg07167872;cg24503407;cg07157834","CoRSIV"
"chr6",33091111,33091870,0.999910303772056,-0.00881646036658141,"HLA-DPA2","cg02375585;cg10055398;cg05547391;cg03978169;cg15737123;cg22136013;cg18927185;cg01309395;cg11715943;cg26650827","CoRSIV"
"chr8",144659492,144660772,0.999910303772056,-0.00378877991602729,NA,"cg03569564;cg21187068;cg08017634;cg17524265;cg01494348;cg00713939;cg08508337;cg19357499;cg07691531;cg13282195","CoRSIV"
"chr19",50553682,50554510,0.999910303772056,0.00428015468039216,"LRRC4B","cg26353468;cg21634218;cg26257814;cg07655045;cg27397787;cg16349876;cg20971220;cg26715571;cg22531183;cg18756179","CoRSIV"
"chr1",248100183,248101009,0.999910303772056,0.0260935642097187,"OR2L13","cg15595212;cg09506600;cg08861456;cg20434529;cg03748376;cg00785941;cg20507276;cg08944170;cg20433858","CoRSIV"
"chr2",31806183,31806898,0.999910303772056,0.00438823563938623,NA,"cg26638505;cg08894761;cg15403517;cg06492144;cg11765362;cg06149357;cg13527387;cg00712943;cg22549881","CoRSIV"
"chr2",118616155,118618151,0.999910303772056,-0.0104875743662025,NA,"cg25619440;cg03288922;cg22762992;cg06940110;cg24213669;cg00046336;cg22545206;cg08569850;cg19263433","CoRSIV"
"chr17",5018984,5019989,0.999910303772056,-0.00107013302652268,"KIF1C, KIF1C-AS1","cg21926094;cg18831899;cg09151754;cg05918002;cg27362525;cg01120173;cg05364567;cg07670516;cg03995300","CoRSIV"
"chr19",291986,292271,0.999910303772056,0.00845318764933219,NA,"cg25697727;cg24452451;cg24192559;cg27370573;cg10271272;cg27158572;cg23398793;cg02686662;cg23876149","CoRSIV"
"chr1",247681102,247681931,0.999910303772056,-0.0017164486671995,"AL390860.1","cg21950037;cg26060667;cg22374474;cg21399703;cg05639522;cg18198730;cg11166453;cg07313626","CoRSIV"
"chr2",105853157,105854051,0.999910303772056,0.00794105991293687,"NCK2, AC010978.1","cg23676956;cg04850045;cg20265528;cg22022881;cg27422857;cg26874229;cg22878388;cg18192325","CoRSIV"
"chr3",138724332,138725425,0.999910303772056,-0.00244312488640239,"PIK3CB","cg03408035;cg02806645;cg06322988;cg01926813;cg07452777;cg03772909;cg24872425;cg10272954","CoRSIV"
"chr5",23506738,23507656,0.999910303772056,0.00695531473540069,"PRDM9","cg04362002;cg10589310;cg19837938;cg02444433;cg07011961;cg25472530;cg22079902;cg01667892","CoRSIV"
"chr6",29894737,29895260,0.999910303772056,0.032596983685422,NA,"cg26268701;cg12998850;cg09746279;cg15671450;cg23681866;cg15411272;cg26121931;cg24838316","CoRSIV"
"chr7",158749941,158751591,0.999910303772056,0.00349309813043478,"ESYT2","cg17022393;cg13472359;cg12954512;cg11945929;cg00815399;cg00413089;cg12744031;cg00538212","CoRSIV"
"chr11",18433500,18434354,0.969749802012569,-0.0313181156322465,"LDHC","cg07093428;cg19767548;cg14332815;cg11821245;cg14259717;cg08418111;cg09332484;cg07415359","CoRSIV"
"chr16",53406901,53407808,0.999910303772056,-2.26426293691636e-05,NA,"cg02382016;cg08615070;cg09744766;cg27158636;cg08681685;cg10144400;cg04653913;cg02380802","CoRSIV"
"chr19",57741988,57742423,0.999910303772056,-0.00761173771568633,"AC003006.1","cg15128510;cg25802888;cg19568003;cg26332114;cg19603903;cg23371413;cg06643849;cg25432232","CoRSIV"
"chr7",100849825,100850157,0.385853084394367,0.00895173658013642,"SLC12A9, SLC12A9-AS1","cg08451977;cg12803060","Control"
"chr10",860677,860862,0.638677847102727,0.00588048900468889,"LARP4B","cg15213732;cg23889654","Control"
"chr9",73027862,73028130,0.638677847102727,0.00165527415601023,"ALDH1A1","cg01528792;cg13862983","Control"
"chr16",3019777,3020118,0.638934458694182,0.00150488144671782,"TNFRSF12A, CLDN6","cg01734140;cg04070176","Control"
"chr16",4852372,4852830,0.912913424329717,0.00261756824786871,"UBN1","cg18699004;cg27414860;cg11145749;cg09766769","Control"
"chr10",46090241,46090807,0.912913424329717,0.00282196966911765,NA,"cg13806670;cg26560794;cg13618939;cg18543772;cg14281210;cg02702510;cg18980469;cg26476156","Control"
"chr21",45139229,45140831,0.812563776241552,0.00147627254049446,"ADARB1","cg00784703;cg14522549;cg16332283;cg03299946;cg26405759;cg03366992","Control"
"chr8",1501226,1501898,0.366612052117972,0.00510324466481958,"DLGAP2","cg03185622;cg27469019;cg24356530;cg11114923;cg00510502;cg02985959","Control"
"chr1",1102276,1102294,0.999653957653172,0.00143268622847399,"AL390719.3, C1orf159","cg01537494;cg02825344","Control"
"chr1",2257894,2258153,0.999653957653172,0.00763910621696509,"SKI","cg12131894;cg08868601","Control"
"chr1",3377869,3377918,0.999653957653172,0.00151704326214836,"PRDM16","cg08107987;cg10629420","Control"
"chr1",6520354,6520772,0.999653957653172,0.00298872558780904,NA,"cg13356427;cg01715088","Control"
"chr1",9789165,9789174,0.999653957653172,0.00441365079582268,"CLSTN1","cg07970040;cg04340595","Control"
"chr1",21766368,21766405,0.999653957653172,0.000532635853793692,"USP48","cg26885858;cg04157804","Control"
"chr1",28414998,28415004,0.999653957653172,-0.00059841675191816,"PHACTR4","cg10397628;cg22760576","Control"
"chr1",46914023,46914033,0.999653957653172,0.00110733520843989,NA,"cg14258341;cg00279790","Control"
"chr1",146548469,146548657,0.999653957653172,0.018809806816283,"HYDIN2","cg11655389;cg22671717","Control"
"chr1",153950187,153950267,0.999653957653172,0.000530234888746805,"CRTC2","cg09148738;cg14662119","Control"
"chr1",160255758,160255804,0.999653957653172,-0.00050498806479111,"DCAF8, AL139011.2","cg22449901;cg18198545","Control"
"chr1",160856347,160856352,0.999653957653172,0.00287974040920716,"CD244","cg10388017;cg20929557","Control"
"chr1",178007283,178007364,0.999653957653172,-0.000158313531116793,"CRYZL2P-SEC16B, CRYZL2P","cg15166311;cg17110006","Control"
"chr1",224528748,224528783,0.999653957653172,0.00437734972463768,"CNIH3","cg15988514;cg17296990","Control"
"chr1",228109169,228109530,0.999653957653172,0.00163613299232731,"MRPL55","cg24312489;cg25940008","Control"
"chr1",230249965,230250010,0.999653957653172,0.00285638103026424,"GALNT2","cg16314254;cg17737409","Control"
"chr1",231176985,231177008,0.999653957653172,-0.00647061033034953,"TRIM67","cg03432338;cg17199320","Control"
"chr1",248005715,248005719,0.999653957653172,4.59564791133202e-05,NA,"cg21542666;cg20805835","Control"
"chr2",1133865,1133947,0.999653957653172,-0.000354578857630004,"SNTG2","cg16649723;cg10325383","Control"
"chr2",11484111,11484593,0.999653957653172,0.00194576809292413,"GREB1","cg04779211;cg17963935","Control"
"chr2",24162441,24162568,0.999653957653172,0.00229598742242114,"FAM228B, AC008073.3","cg01853276;cg00058708","Control"
"chr2",27193331,27193339,0.999653957653172,-0.000118459736146633,NA,"cg15315096;cg01925962","Control"
"chr2",27603239,27603611,0.999653957653172,-0.000423974086530263,"ZNF512, AC074091.2","cg23337289;cg10578602","Control"
"chr2",30371369,30371484,0.999653957653172,0.0035206979838022,NA,"cg22478952;cg19743666","Control"
"chr2",45168246,45168507,0.999653957653172,-0.00359339504560956,"LINC01121","cg06622151;cg09615101","Control"
"chr2",61404861,61405051,0.999653957653172,0.00164524536658142,"USP34","cg15118503;cg20158317","Control"
"chr2",88367362,88367503,0.999653957653172,0.00323781956521735,NA,"cg14559139;cg03704645","Control"
"chr2",114034534,114034595,0.999653957653172,0.00812908020460359,NA,"cg04746199;cg24409539","Control"
"chr2",114035619,114035983,0.999653957653172,0.00640040290878089,NA,"cg09250933;cg06881093","Control"
"chr2",128990465,128990739,0.999653957653172,0.00221428082182439,NA,"cg19124521;cg22593554","Control"
"chr2",153032057,153032159,0.999653957653172,-0.000142423836317136,NA,"cg03320037;cg09558414","Control"
"chr2",162016888,162017044,0.999653957653172,-0.000828800158141523,"DPP4","cg18584907;cg00719323","Control"
"chr2",191745649,191745736,0.999653957653172,-5.75121551577183e-05,NA,"cg21497043;cg16975027","Control"
"chr2",203500527,203500768,0.999653957653172,-0.000279755051150894,"RAPH1","cg26207408;cg03052137","Control"
"chr2",223169586,223169609,0.999653957653172,-0.000699556456948001,"KCNE4","cg15825116;cg09486778","Control"
"chr2",234762281,234762614,0.999653957653172,-0.00405198965473147,NA,"cg04550103;cg21133613","Control"
"chr2",242255838,242256053,0.999653957653172,0.000988896922421142,NA,"cg02226385;cg14353516","Control"
"chr3",46775544,46775569,0.999653957653172,0.00186337809590802,"AC109583.1, AC109583.4","cg11577196;cg13736369","Control"
"chr3",47517807,47517819,0.999653957653172,0.00432996355498724,NA,"cg27386529;cg26614073","Control"
"chr3",48230338,48230398,0.999653957653172,9.40643648763532e-05,NA,"cg00874581;cg22682751","Control"
"chr3",49699577,49699758,0.999653957653172,0.000193670375106529,"RNF123","cg15543490;cg20398892","Control"
"chr3",66022776,66023157,0.999653957653172,0.00275612421142364,"MAGI1","cg04197347;cg25338423","Control"
"chr3",129290549,129290604,0.999653957653172,0.000116144939045179,"HMCES","cg02308914;cg25333181","Control"
"chr3",184243411,184243718,0.999653957653172,-0.000220115127450978,"ALG3","cg16657164;cg10747118","Control"
"chr4",1864134,1864183,0.999653957653172,0.00460503413043479,NA,"cg27207881;cg06148974","Control"
"chr4",6754822,6754918,0.999653957653172,0.00377127195225914,NA,"cg26319827;cg13184814","Control"
"chr4",8375240,8375268,0.999653957653172,0.000593772975277109,"ACOX3","cg01428397;cg03791579","Control"
"chr4",11430724,11430903,0.999653957653172,-0.00100120154390452,"AC006230.1","cg13735282;cg01462829","Control"
"chr4",90758120,90758216,0.999653957653172,-0.00302902609548168,"CCSER1","cg00193021;cg08708229","Control"
"chr4",156588175,156588326,0.999653957653172,0.000354840040494452,"AC096736.3","cg22276332;cg09912350","Control"
"chr4",166794206,166794267,0.999653957653172,-0.000687164471440761,"SPOCK3","cg11678324;cg01606085","Control"
"chr4",183729073,183729176,0.999653957653172,-0.00354133141517479,"AC108477.2","cg20639618;cg09197432","Control"
"chr4",184242831,184243006,0.999653957653172,0.00387648580562663,NA,"cg05040725;cg07080867","Control"
"chr4",184328462,184328596,0.999653957653172,-0.00222222039343563,NA,"cg01219382;cg27140441","Control"
"chr4",187013536,187013645,0.999653957653172,-0.000240641515771577,"AC110772.2, AC110772.1","cg27174978;cg17081048","Control"
"chr4",189258195,189258348,0.999653957653172,0.00160735882352934,NA,"cg06079147;cg22740817","Control"
"chr5",34930421,34930618,0.999653957653172,0.000736143081841436,"DNAJC21","cg09934003;cg15881711","Control"
"chr5",111756104,111756360,0.999653957653172,0.000830605349531115,"NREP","cg06071701;cg21239798","Control"
"chr5",122181680,122181750,0.999653957653172,0.00175543902387043,"AC010255.2","cg03255556;cg19412675","Control"
"chr5",122430434,122430476,0.999653957653172,-0.00185203182225065,"SNCAIP","cg02081006;cg23289079","Control"
"chr5",134736506,134736598,0.999653957653172,-0.00636146364023875,NA,"cg23137088;cg26902279","Control"
"chr5",134880436,134880580,0.999653957653172,0.0030283251312873,"TXNDC15","cg26620710;cg25916993","Control"
"chr5",139555389,139555533,0.999653957653172,-0.00264375808354647,"UBE2D2","cg08836619;cg12588763","Control"
"chr5",140208077,140208201,0.999653957653172,-0.00273037796248936,"CYSTM1","cg07459170;cg02047300","Control"
"chr5",140237485,140238079,0.999653957653172,-0.00208437332352945,"CYSTM1","cg12193929;cg18906028","Control"
"chr5",141404564,141404761,0.999653957653172,0.00420629643094629,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGB5, PCDHGA9","cg16343820;cg24079969","Control"
"chr5",145724352,145724443,0.999653957653172,0.00170089410315431,"PRELID2","cg06792340;cg17546366","Control"
"chr5",153417076,153417925,0.999653957653172,-7.2314057970968e-05,NA,"cg03707950;cg02679779","Control"
"chr5",159776351,159776435,0.999653957653172,-0.000150530818414247,"AC008691.1, LINC01847","cg11616237;cg00549609","Control"
"chr5",162932808,162933105,0.999653957653172,-0.0083918411023018,"AC113414.1","cg11204780;cg18333662","Control"
"chr5",172982357,172982489,0.999653957653172,-0.000542430321824299,NA,"cg08371532;cg20683802","Control"
"chr5",173314531,173314559,0.999653957653172,0.0115702231035806,NA,"cg25122699;cg14454798","Control"
"chr5",174350112,174350186,0.999653957653172,0.00581612326854224,"LINC01411","cg05526438;cg02565647","Control"
"chr5",175125282,175125473,0.999653957653172,0.00188701321398127,NA,"cg23111300;cg23993511","Control"
"chr5",176543901,176543964,0.999653957653172,0.00898537408482525,"CDHR2","cg00169725;cg23476877","Control"
"chr5",176561447,176561865,0.999653957653172,-0.00188545870588235,"CDHR2","cg03536787;cg24711224","Control"
"chr5",177824353,177824403,0.999653957653172,-0.00236859258312021,"AC106795.1","cg08354401;cg11770816","Control"
"chr5",177853481,177853574,0.999653957653172,0.0118663126057118,"AC106795.1","cg07858195;cg18009093","Control"
"chr5",177895047,177895442,0.999653957653172,0.00305364799658989,"AC106795.1","cg22051146;cg11191555","Control"
"chr6",14282571,14282715,0.999653957653172,-0.00173630745950553,"LINC01108","cg15348319;cg05801872","Control"
